No,Kode Barang,Nama Barang,Re Order,Kategori,Sub Kategori,Satuan 1,Satuan 2,Satuan 3
933,230006,WING 350K Hijau,0,DETERGEN,DET,BKS,BKS,DOS
934,230007,WING 350K Putih,0,DETERGEN,DET,BKS,BKS,DOS
935,230009,WING 350K Kuning / biru,0,DETERGEN,DET,BKS,BKS,DOS
936,230010,WING 3KG,0,SABUN COLEK,SBNCLK,KLG,KLG,KLG
937,230011,WING 500K Hijau,0,DETERGEN,DET,BKS,BKS,DOS
938,230012,WING 500K Putih,0,DETERGEN,DET,BKS,BKS,DOS
939,230013,WING 500K Biru,0,DETERGEN,DET,BKS,BKS,DOS
940,230014,WING 500K Kuning / nanas,0,DETERGEN,DET,BKS,BKS,DOS
941,230015,WING 5KG,0,SABUN COLEK,SBNCLK,KLG,KLG,KLG
942,230016,WING 900K,0,SABUN COLEK,SBNCLK,BKS,BKS,DOS
943,230017,WING CEPUK 1/2KG,0,SABUN COLEK,SBNCLK,PCS,BH,DOS
944,230018,WING CEPUK 1/4KG,0,SABUN COLEK,SBNCLK,PCS,BH,DOS
945,230019,WING GELAS 350GR,0,DETERGEN,DET,PCS,PCS,LSN
946,230020,WIPOL 240ML 5000an,0,SABUN,SBN,BKS,BKS,DOS
947,230021,WIPOL 450ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
948,230022,WIPOL 750ML,0,SABUN CAIR,SBNCR,BKS,BKS,DOS
949,230023,W xxxxxxxx,0,SABUN,SBN,LSN,LSN,DOS
950,230024,WIPOL SC 45ML 1000-AN new,0,,,LSN,LSN,DOS
951,230025,WOW MIE SPAGETTI,0,,,PCS,RTG,DOS
952,230026,W________,0,,,BTL,BTL,DOS
953,230027,W________,0,,,PCS,PCS,PCS
954,230028,W________,0,,,BTL,BTL,DOS
955,230029,W________,0,,,KLG,KLG,KLG
956,230030,W________,0,,,BTL,BTL,DOS
957,230031,W________,0,,,KLG,KLG,KLG
958,230032,W________,0,,,BTL,BTL,DOS
959,230033,W________,0,,,BKS,BKS,DOS
960,240001,X________,0,,,PCS,PCS,PCS
961,240002,X________,0,,,PCS,PCS,PCS
962,240003,X________,0,,,PCS,PCS,PCS
963,240004,X________,0,,,PCS,PCS,PCS
964,240005,X________,0,,,PCS,PCS,PCS
965,240006,X________,0,,,PCS,PCS,PCS
966,240007,X________,0,,,PCS,PCS,PCS
967,240008,X________,0,,,PCS,PCS,PCS
968,240009,X________,0,,,PCS,PCS,PCS
969,240010,X________,0,,,PCS,PCS,PCS
970,240011,X________,0,,,PCS,PCS,PCS
971,240012,X________,0,,,PCS,PCS,PCS
972,240013,X________,0,,,PCS,PCS,PCS
973,240014,X________,0,,,PCS,PCS,PCS
974,240015,X________,0,,,PCS,PCS,PCS
975,130134,MINYAK WIJEN MEJA 135ML LB,0,MISC,MISC,PCS,PCS,LSN
976,110129,KECAP RAJA RASA MJ 135ML LB,0,MISC,MISC,PCS,PCS,LSN
977,10,______faktur campur______,0,MISC,MISC,PCS,PCS,PCS
978,50,EKONOMI PENCUCI 2+1,0,MISC,MISC,PCS,PCS,DOS
979,51,_____ TEMP2,0,MISC,MISC,PCS,PCS,PCS
980,130140,MADU TJ,0,MISC,MISC,KTK,KTK,DOS
981,110130,KACANG HIJAU MINYAK,0,MISC,MISC,KG,KG,ZAK
982,110131,KECAP SAWI RV 5000an,0,MISC,MISC,PCS,PCS,DOS
983,200073,TEPUNG SASA TB 80 ORIGINAL,0,MISC,MISC,RTG,RTG,DUS
984,130141,MINYAK POLOS 900ML,0,MISC,MISC,BTL,BTL,KRAT
985,130142,MINYAK POLOS 800ML,0,MISC,MISC,BTL,BTL,KRAT
986,110132,KECAP KIPAS SATE JRG,0,MISC,MISC,JRG,JRG,JRG
987,110133,KANJI TANI KUNING 25KG,0,MISC,MISC,KG,KG,ZAK
988,160034,PLASTIK BOYO HDPE 1/2kg,0,MISC,MISC,PCS,PCS,IKT
989,160035,PLASTIK BOYO HDPE 1kg,0,MISC,MISC,PCS,PCS,IKT
990,200074,TOTOLE 80GR,0,MISC,MISC,PCS,LOS,DOS
991,130143,MASAKO SAPI 1KG,0,MISC,MISC,BKS,BKS,DOS
992,110134,KOPI JALAK GEBOK,0,MISC,MISC,PCS,PCS,DOS
993,200075,TIGA RODA OBAT NYAMUK,0,MISC,MISC,IKT,IKT,DOS
994,110135,KREMER TIGA SAPI,0,MISC,MISC,KLG,LOS,DOS
995,190162,SUMBO RAJAWALI HIJAU TUA,0,MISC,MISC,BTL,BTL,KTK
996,190163,SUMBO RAJAWALI HIJAU PANDAN,0,MISC,MISC,BTL,BTL,KTK
997,190164,SUMBO RAJAWALI COKLAT,0,MISC,MISC,BTL,BTL,KTK
998,190165,SUMBO RAJAWALI HITAM,0,MISC,MISC,BTL,BTL,KTK
999,190167,SUMBO RAJAWALI HIJAU MUDA,0,MISC,MISC,BTL,BTL,KTK
1000,190166,SAMBAL DUA BELIBIS JRG ,0,MISC,MISC,JRG,JRG,JRG
1001,3,_________,0,MISC,MISC,___,___,___
1002,4,__________,0,MISC,MISC,___,___,___
1003,130144,MIE INDOMIE GR JUMBO,0,MISC,MISC,PCS,PCS,DOS
1004,130145,MAMA SUKA TEPUNG BAKWAN New,0,MISC,MISC,RTG,PRES,DOS
1005,110136,KONJAC ANGGUR,0,MISC,MISC,PCS,KTK,DOS
1006,110137,KONJAC KELAPA,0,MISC,MISC,PCS,KTK,DOS
1007,110138,KONJAC LECI,0,MISC,MISC,PCS,KTK,DOS
1008,110139,KONJAC JERUK,0,MISC,MISC,PCS,KTK,DOS
1009,110140,KONJAC JAMBU,0,MISC,MISC,PCS,KTK,DOS
1010,110141,KONJAC MANGGA,0,MISC,MISC,PCS,KTK,DOS
1011,110142,KONJAC MELON,0,MISC,MISC,PCS,KTK,DOS
1012,110143,KONJAC STRAWBERRY,0,MISC,MISC,PCS,KTK,DOS
1013,110144,KONJAC SIRSAK,0,MISC,MISC,PCS,KTK,DOS
1014,110145,KONJAC COKLAT,0,MISC,MISC,PCS,KTK,DOS
1015,110146,KEJU PROCIZ SPREADY,0,MISC,MISC,PCS,PCS,DOS
1016,190168,SUMBO RAJAWALI MERAH TUA,0,MISC,MISC,BTL,BTL,KTK
1017,SS______,New Product #SS______,0,MISC,MISC,BTL,,
1018,160036,PROTEX RTG DAUN SIRIH,0,MISC,MISC,RTG,RTG,DOS
1019,10045,AGAR AGAR MURNI BAKULAN,0,MISC,MISC,ONS,KG,KG
1020,130146,MINYAK GR RIZKY 800ML BTL,0,MISC,MISC,BTL,BTL,KRAT
1021,990001,PROMO xxx kec sed 5+1,0,MISC,MISC,PCS,LOS,DOS
1022,130147,MINYAK GR KITA RV PILLOW 1L,0,MISC,MISC,BKS,BKS,DOS
1023,190169,SEDAP BUMBU KALDU AYAM 2+1,0,MISC,MISC,RTG,RTG,DOS
1024,110147,KANJI MAWAR 500GR,0,MISC,MISC,BKS,BKS,BAL
1025,200076,TPNG SEGITIGA 500gr DUS,0,MISC,MISC,BKS,BKS,DOS
1026,190170,SAOS TOMAT CAP JEMPOL,0,MISC,MISC,BKS,BKS,BAL
1027,190171,SAOS SAMBAL CAP JEMPOL,0,MISC,MISC,BKS,BKS,BAL
1028,110148,KECAP MANIS CAP JEMPOL 450ML,0,MISC,MISC,BKS,BKS,BAL
1029,130148,MILKU SUSU UHT ORI,0,MISC,MISC,BTL,BTL,KRAT
1030,130149,MIE EKO MIE BUMBU GORENG,0,MISC,MISC,BKS,BKS,DOS
1031,200078,Telur Pi Tan,0,MISC,MISC,PCS,PCS,
1032,990002,PROMO SUNLIGHT 90ML 5+1,0,MISC,MISC,PCS,IKT,DOS
1033,110149,KOPI YA SP / fresco MINI RTG,0,MISC,MISC,RTG,RTG,DOS
1034,190172,SUPERSOL SCT 38ML 1000AN,0,MISC,MISC,LSN,LSN,DOS
1035,160037,PROTEX ISI 8,0,MISC,MISC,BKS,IKT,DOS
1036,190173,SAORI TERIYAKI MJ.,0,MISC,MISC,PCS,PCS,DOS
1037,190174,SAORI LADA HITAM SC,0,MISC,MISC,RTG,RTG,DOS
1038,70047,GULA MERAH TEBU 10kg,0,MISC,MISC,KG,KG,BAL
1039,200079,TEPUNG SASA TB 80 HOT & SPICY,0,MISC,MISC,RTG,RTG,DOS
1040,110150,KUNYIT DESAKU,0,MISC,MISC,RTG,PRES,DOS
1041,110151,KRUPUK KRUFIN UDANG / BAWANG 500GR,0,MISC,MISC,BKS,BKS,DOS
1042,190175,SANTAN SASA / COCOMAXI TCA ISI32,0,MISC,MISC,PCS,PCS,DOS
1043,200080,TONG DJI AMPLOP,0,MISC,MISC,KTK,KTK,KTK
1044,110152,KECAP BANGO RV 1.5KG,0,MISC,MISC,BKS,BKS,DOS
1045,110153,KRUPUK KRUFIN UDANG/ BAWANG 250GR,0,MISC,MISC,BKS,BKS,DOS
1046,200081,TOTOLE 40 GR,0,MISC,MISC,PCS,PCS,DOS
1047,200082,TOTOLE 200GR,0,MISC,MISC,PCS,PCS,DOS
1048,200083,TOTOLE 400 GR,0,MISC,MISC,PCS,PCS,DOS
1049,200084,TPNG LM 1KG DUS,0,MISC,MISC,BKS,BKS,DOS
1050,190176,SAFT MINI SC,0,MISC,MISC,PCS,KTK,DOS
1051,130150,__ MINYAK CR GC,0,MISC,MISC,JRG,JRG,JRG
1052,190177,SASA MICIN RP 500,0,MISC,MISC,PRES,PRES,DOS
1053,110154,K____,0,MISC,MISC,KG,KG,KG
1054,30039,CRH KANJI MAWAR 1 KG,0,MISC,MISC,KG,LOS,KG
1055,30040,CRH TERIGU PAYUNG 1KG,0,MISC,MISC,KG,LOS,KG
1056,30041,CRH TERIGU SGTG 1KG,0,MISC,MISC,KG,LOS,KG
1057,30042,CRH TERIGU CAKRA 1KG,0,MISC,MISC,KG,LOS,KG
1058,110155,KONJAC CINCAU,0,MISC,MISC,PCS,KTK,DOS
1059,110156,KECAP 2 BURUNG 450 ML,0,MISC,MISC,PCS,PC,DOS
1060,130151,MIE KUDA MENJANGAN KL kecil,0,MISC,MISC,BAL,BAL,BAL
1061,130152,MIE SUKSES GEPREK,0,MISC,MISC,PCS,PCS,DOS
1062,130153,MIE SUKSES KREMES,0,MISC,MISC,PCS,PCS,DOS
1063,110157,KACANG TANAH 7MM new,0,MISC,MISC,KG,KG,KG
1064,190178,SOKLIN ROYALE 52ML 1000AN,0,MISC,MISC,RTG,RTG,DOS
1065,110158,KOPI FRESCO CAPPUCINNO,0,MISC,MISC,RTG,RTG,DOS
1066,20086,BENG BENG CHOCOLATOS NEW (ISI 12),0,MISC,MISC,RTG,RTG,DOS
1067,130154,MESES NURI,0,MISC,MISC,KG,KG,DOS
1068,190179,SABUN ZEN,0,MISC,MISC,PCS,LSN,DOS
1069,110159,KECAP SEDAP 60ML 5+1,0,MISC,MISC,BKS,IKT,DOS
